Customer ID,total_purchase,purchase_frequency,unique_categories,avg_age,churn,cluster
12680,8647,3,3,60.0,1,2
12681,10500,4,3,61.0,0,0
12682,10289,3,2,51.0,0,3
12683,13733,5,4,67.0,0,0
12684,21239,8,4,56.0,0,1
12685,7554,3,2,65.0,0,3
12686,9994,4,4,68.0,0,0
12687,4788,3,2,50.0,0,3
12688,1728,1,1,29.0,1,3
12689,10561,3,2,27.0,1,2
12690,10507,5,4,26.0,0,0
12691,14349,4,3,19.0,0,0
12692,29805,11,4,64.0,0,1
12693,15728,8,3,68.0,0,1
12694,12209,4,2,43.0,0,3
12695,7910,3,2,53.0,0,3
12696,8210,3,3,37.0,0,0
12697,14478,5,3,52.0,0,0
12698,4606,3,1,29.0,0,3
12699,7641,3,1,30.0,1,2
12700,3355,3,2,20.0,0,3
12701,15122,6,3,26.0,0,0
12702,13417,8,4,25.0,0,1
12703,18923,5,3,22.0,0,0
12704,14312,4,3,21.0,0,0
12705,15368,5,4,22.0,0,0
12706,15985,7,4,36.0,0,1
12707,27204,10,4,60.0,0,1
12708,24622,10,4,69.0,0,1
12709,15012,6,4,40.0,1,2
12710,8962,3,2,18.0,0,3
12711,7397,3,3,57.0,1,2
12712,22590,7,3,48.0,1,2
12713,6956,3,2,18.0,0,3
12714,16423,6,3,31.0,0,0
12715,11378,4,2,28.0,1,2
12716,20840,7,3,39.0,1,2
12717,13321,4,3,42.0,0,0
12718,12266,3,2,61.0,0,3
12719,9883,3,3,41.0,0,0
12720,18290,7,3,23.0,0,0
12721,2901,2,2,65.0,0,3
12722,28825,8,4,65.0,0,1
12723,11731,3,2,50.0,0,3
12724,11879,6,3,47.0,0,0
12725,7952,5,4,64.0,0,0
12726,16278,5,2,23.0,0,0
12727,4921,2,2,47.0,0,3
12728,15167,9,4,25.0,0,1
12729,9546,4,2,58.0,0,3
12730,26184,8,4,26.0,1,1
12731,6492,3,2,18.0,0,3
12732,14210,5,3,35.0,0,0
12733,12509,5,3,60.0,0,0
12734,12619,6,4,45.0,0,0
12735,10944,4,2,70.0,0,3
12736,3217,1,1,54.0,1,3
12737,15876,6,3,43.0,0,0
12738,17662,6,3,33.0,1,2
12739,9107,4,3,59.0,0,0
12740,23127,7,4,44.0,0,1
12741,15283,6,2,53.0,0,0
12742,21615,6,3,49.0,0,1
12743,6501,3,3,45.0,0,0
12744,11492,4,2,35.0,0,3
12745,10121,3,3,37.0,1,2
12746,11622,5,3,32.0,0,0
12747,11881,5,2,51.0,0,3
12748,8541,5,2,37.0,0,3
12749,16131,5,4,70.0,0,0
12750,12037,5,3,28.0,0,0
12751,13224,5,3,51.0,0,0
12752,9727,4,4,25.0,1,2
12753,22923,6,3,51.0,0,1
12754,31095,8,3,34.0,0,1
12755,8174,3,2,35.0,0,3
12756,12175,4,3,70.0,0,0
12757,10395,3,1,23.0,0,3
12758,3031,2,2,55.0,1,2
12759,13245,5,3,43.0,0,0
12760,14119,6,4,61.0,0,0
12761,14971,5,3,69.0,1,2
12762,6154,3,2,54.0,0,3
12763,14246,4,2,68.0,1,2
12764,13516,6,2,23.0,0,0
12765,11873,5,4,58.0,0,0
12766,15579,5,3,64.0,0,0
12767,7449,3,2,43.0,1,2
12768,24696,10,4,60.0,1,1
12769,9747,4,4,59.0,0,0
12770,28208,10,4,21.0,0,1
12771,20119,8,3,53.0,0,1
12772,10431,3,3,34.0,0,0
12773,11476,4,3,70.0,0,0
12774,14927,8,4,27.0,0,1
12775,31492,9,4,42.0,0,1
12776,15245,7,4,68.0,0,1
12777,8575,3,3,29.0,1,2
12778,12176,4,3,68.0,0,0
12779,6324,2,2,38.0,0,3
12780,7434,5,3,28.0,0,0
12781,5960,3,2,66.0,0,3
12782,3963,2,2,40.0,0,3
12783,7099,4,2,28.0,0,3
12784,20898,7,3,62.0,0,1
12785,29084,9,4,43.0,0,1
12786,17828,4,3,52.0,0,0
12787,24709,6,3,62.0,1,2
12788,15475,5,4,50.0,1,2
12789,7672,2,2,48.0,0,3
12790,5912,3,2,60.0,0,3
12791,18513,7,3,20.0,0,0
12792,13163,4,2,64.0,0,3
12793,8204,4,3,46.0,0,0
12794,11052,5,3,28.0,1,2
12795,23050,7,3,65.0,0,1
12796,8287,4,3,68.0,0,0
12798,7101,4,4,65.0,0,0
12799,6572,4,3,45.0,0,0
12800,28599,12,4,69.0,0,1
12801,20463,7,3,28.0,0,1
12802,14049,5,3,47.0,0,0
12803,10820,4,4,30.0,0,0
12804,9947,5,4,50.0,0,0
12805,5748,3,2,29.0,0,3
12806,401,2,1,18.0,0,3
12807,11679,5,2,29.0,0,0
12808,2499,3,3,53.0,1,2
12809,3565,1,1,35.0,0,3
12810,12697,4,3,30.0,0,0
12811,1338,1,1,56.0,0,3
12812,21811,6,4,68.0,1,2
12813,30695,12,4,21.0,1,1
12814,8100,2,2,42.0,0,3
12815,8191,2,2,29.0,0,3
12816,13366,4,2,62.0,1,2
12817,20642,7,4,33.0,0,1
12818,13687,5,3,31.0,0,0
12819,23016,9,4,67.0,1,1
12820,3206,1,1,66.0,0,3
12821,14784,6,4,21.0,0,0
12822,11473,3,3,45.0,0,0
12823,22667,6,2,32.0,0,0
12824,14490,4,3,40.0,0,0
12825,19336,7,4,70.0,0,1
12826,7014,3,3,34.0,1,2
12827,15458,5,3,51.0,0,0
12828,21435,7,3,32.0,1,2
12829,11465,3,3,49.0,0,0
12830,7290,2,2,64.0,0,3
12831,13589,4,3,40.0,0,0
12832,14735,6,4,39.0,0,0
12833,14291,6,4,55.0,1,2
12834,23350,8,3,67.0,0,1
12835,13179,4,3,66.0,0,0
12836,21810,8,4,47.0,0,1
12837,9461,6,4,20.0,0,0
12838,10067,4,2,67.0,0,3
12839,8181,4,3,27.0,1,2
12840,3304,1,1,37.0,0,3
12841,18751,6,4,24.0,0,0
12842,14185,5,2,58.0,0,0
12843,12564,4,3,34.0,0,0
12844,17822,5,4,51.0,0,0
12845,11039,5,3,31.0,1,2
12846,25691,7,3,37.0,1,2
12847,3736,2,1,54.0,0,3
12848,1956,2,2,45.0,0,3
12849,16623,5,3,64.0,0,0
12850,6392,4,1,32.0,0,3
12851,23037,7,3,26.0,0,1
12852,13412,7,3,37.0,0,0
12853,14244,3,2,33.0,0,3
12854,13243,6,3,18.0,0,0
12855,9905,3,3,51.0,0,0
12856,6245,4,3,53.0,0,0
12857,16116,7,4,54.0,0,1
12858,10377,6,4,58.0,0,0
12859,25252,7,4,46.0,0,1
12860,21475,8,4,55.0,0,1
12861,9009,5,3,62.0,1,2
12862,12969,5,3,43.0,0,0
12863,13230,7,3,32.0,1,2
12864,28898,8,4,36.0,0,1
12865,21812,7,3,61.0,0,1
12866,19791,8,4,68.0,0,1
12867,22881,8,4,36.0,0,1
12868,9256,3,3,62.0,0,0
12869,7415,3,2,65.0,0,3
12870,8403,5,3,66.0,1,2
12871,16361,6,3,43.0,0,0
12872,11311,3,2,68.0,0,3
12873,14837,6,2,18.0,1,2
12874,14971,5,2,55.0,0,0
12875,14155,5,3,44.0,0,0
12876,18419,7,3,53.0,0,1
12877,6287,5,4,21.0,0,0
12878,574,1,1,64.0,1,3
12879,8241,3,3,33.0,0,0
12880,10300,5,3,19.0,0,0
12882,20082,6,3,44.0,0,0
12883,10099,3,2,23.0,0,3
12884,5847,2,1,69.0,0,3
12885,26478,8,4,43.0,0,1
12886,24166,7,3,40.0,0,1
12887,13000,4,3,24.0,0,0
12888,10461,4,3,23.0,1,2
12889,3887,2,2,25.0,0,3
12890,6328,4,3,44.0,0,0
12891,16132,5,3,40.0,0,0
12892,5372,4,3,45.0,0,0
12893,23001,7,3,50.0,0,1
12894,19632,8,3,56.0,0,1
12895,22281,7,3,19.0,0,1
12896,12727,5,2,50.0,0,0
12897,13177,7,3,38.0,0,0
12898,21344,5,2,37.0,0,0
12899,21094,8,3,62.0,0,1
12900,24062,6,3,62.0,0,1
12901,17958,8,3,50.0,0,1
12902,18207,9,4,43.0,0,1
12903,20412,7,4,24.0,0,1
12904,16595,6,4,32.0,0,0
12905,7319,4,2,30.0,0,3
12906,11431,4,2,43.0,0,3
12907,7859,5,3,57.0,0,0
12908,21268,7,4,26.0,0,1
12909,18395,8,4,62.0,0,1
12910,17084,7,3,55.0,1,2
12911,13309,5,4,59.0,0,0
12912,14476,4,3,19.0,0,0
12913,28012,9,4,39.0,1,1
12914,16130,6,4,69.0,0,0
12915,8761,4,2,30.0,0,3
12916,5521,2,2,57.0,0,3
12917,14564,5,4,67.0,0,0
12918,8335,4,3,61.0,1,2
12919,15536,5,3,41.0,0,0
12920,12993,3,2,44.0,1,2
12921,25912,7,4,50.0,0,1
12922,13164,6,2,61.0,0,0
12923,12082,3,2,26.0,1,2
12924,7366,3,1,44.0,0,3
12925,2716,1,1,40.0,1,3
12926,5844,2,1,24.0,0,3
12927,21182,5,3,65.0,0,0
12928,13336,4,2,59.0,0,3
12929,24565,7,3,63.0,0,1
12930,19817,8,4,46.0,0,1
12931,15672,4,2,66.0,0,3
12932,22209,6,4,51.0,0,1
12933,18271,6,4,40.0,0,1
12934,8679,4,2,60.0,0,3
12935,10579,4,3,66.0,0,0
12936,18674,6,3,58.0,0,0
12937,24785,6,4,66.0,0,1
12938,12319,5,4,41.0,0,0
12939,29062,11,4,47.0,0,1
12940,10348,5,3,52.0,0,0
12941,12272,3,2,39.0,0,3
12942,12129,4,3,33.0,0,0
12943,10572,4,3,63.0,0,0
12944,18368,6,4,19.0,1,2
12945,15397,6,3,65.0,0,0
12946,13890,6,3,23.0,1,2
12947,16970,6,4,35.0,0,0
12948,10018,4,4,25.0,0,0
12949,29157,9,3,37.0,1,1
12950,1493,2,1,25.0,0,3
12951,11609,5,3,37.0,0,0
12952,18338,7,4,22.0,0,1
12953,13746,4,2,54.0,0,3
12954,1456,1,1,33.0,0,3
12955,22187,6,3,30.0,0,1
12956,6087,2,2,54.0,0,3
12957,9824,6,3,50.0,0,0
12958,12216,5,3,20.0,0,0
12959,4633,4,3,38.0,1,2
12960,9083,4,3,38.0,1,2
12961,10388,4,2,25.0,0,3
12962,6173,4,4,26.0,0,0
12963,8954,6,3,32.0,0,0
12964,8793,3,2,42.0,0,3
12965,7930,3,2,63.0,0,3
12966,17233,5,3,38.0,0,0
12967,12208,6,3,20.0,0,0
12968,15769,6,3,53.0,0,0
12969,25712,10,3,19.0,0,1
12970,4453,1,1,27.0,0,3
12971,22120,8,3,39.0,0,1
12972,5431,3,3,28.0,0,0
12973,6381,2,2,70.0,0,3
12974,10622,5,2,44.0,0,3
12975,18905,6,3,24.0,1,2
12976,11934,5,4,38.0,0,0
12977,17929,8,4,39.0,0,1
12978,21208,8,3,68.0,0,1
12979,19366,5,2,45.0,0,0
12980,16551,6,3,18.0,1,2
12981,8360,2,2,32.0,0,3
12982,14139,4,2,36.0,1,2
12983,6997,3,2,63.0,0,3
12984,9632,3,2,46.0,0,3
12985,7522,2,1,46.0,0,3
12986,4051,1,1,21.0,0,3
12987,8828,3,3,64.0,1,2
12988,12138,5,4,57.0,0,0
12989,13217,4,1,64.0,1,2
12990,3964,3,2,35.0,1,2
12991,8897,4,2,33.0,0,3
12992,22965,9,4,46.0,0,1
12993,10672,3,3,33.0,0,0
12994,12905,6,2,30.0,1,2
12995,21565,7,4,61.0,1,2
12996,4748,3,2,56.0,0,3
12997,11469,4,3,59.0,0,0
12998,6119,3,3,63.0,0,3
12999,23606,10,3,67.0,0,1
13000,18069,8,4,66.0,0,1
13001,5837,3,2,21.0,1,2
13002,25046,7,4,44.0,0,1
13003,3985,1,1,37.0,0,3
13004,8395,4,3,55.0,0,0
13005,19378,5,4,48.0,0,0
13006,19326,7,4,59.0,0,1
13007,13511,6,4,34.0,1,2
13008,14824,6,4,32.0,0,0
13009,2330,2,2,18.0,0,3
13010,8195,3,2,52.0,0,3
13011,8953,5,3,31.0,0,0
13012,12023,6,2,39.0,0,0
13013,10730,5,3,58.0,0,0
13014,12869,5,2,22.0,0,0
13015,11629,3,3,66.0,0,0
13016,12692,4,3,28.0,0,0
13017,5237,4,3,44.0,0,0
13018,7115,4,3,63.0,0,0
13019,12094,4,3,18.0,1,2
13020,18990,10,3,27.0,0,1
13021,14612,6,3,34.0,0,0
13022,7981,2,1,20.0,1,3
13023,3105,2,2,19.0,0,3
13024,7177,3,2,20.0,0,3
13025,14066,6,3,21.0,1,2
13026,10596,5,2,21.0,0,3
13027,6133,5,2,31.0,0,3
13028,27174,7,4,20.0,1,1
13029,40615,12,4,52.0,0,1
13030,15201,7,3,24.0,1,2
13031,11486,4,3,47.0,0,0
13032,18674,5,3,55.0,0,0
13033,5272,2,2,56.0,0,3
13034,14902,7,4,68.0,0,1
13035,13591,4,4,58.0,1,2
13036,6055,2,1,37.0,0,3
13037,14064,5,2,67.0,0,0
13038,15281,4,2,33.0,0,0
13039,21194,6,3,43.0,0,0
13040,27037,8,4,47.0,0,1
13041,11656,4,2,40.0,0,3
13042,10290,4,3,33.0,0,0
13043,30896,9,3,22.0,0,1
13044,9782,3,3,58.0,0,0
13045,7794,3,2,22.0,1,2
13046,21010,7,3,67.0,0,1
13047,21246,6,3,64.0,0,1
13048,15307,6,3,57.0,0,0
13049,16648,5,4,31.0,0,0
13050,9119,5,3,40.0,0,0
13051,10026,3,2,37.0,0,3
13052,6448,2,2,22.0,0,3
13053,9117,6,4,20.0,0,0
13054,16426,4,2,56.0,1,2
13055,19446,6,4,33.0,0,1
13056,13282,5,4,36.0,1,2
13057,35997,10,4,34.0,0,1
13058,8099,2,1,38.0,0,3
13059,16184,6,4,23.0,1,2
13060,13454,4,2,46.0,0,3
13061,14747,5,4,66.0,1,2
13062,18822,7,3,66.0,1,2
13063,5784,3,3,70.0,0,3
13064,25405,8,3,58.0,0,1
13065,16817,6,3,42.0,0,0
13066,10472,2,2,65.0,0,3
13067,20280,9,4,24.0,0,1
13068,18135,5,4,64.0,0,0
13069,7258,3,3,27.0,0,0
13070,7967,2,2,65.0,0,3
13071,20419,7,3,43.0,0,1
13072,15671,5,4,70.0,0,0
13073,17215,5,3,47.0,0,0
13074,9324,4,2,21.0,0,3
13075,12926,5,3,41.0,1,2
13076,8240,2,1,68.0,1,3
13077,24073,9,3,63.0,0,1
13078,8927,4,3,53.0,0,0
13079,29801,8,4,44.0,0,1
13080,22532,7,4,43.0,0,1
13081,13321,4,3,59.0,0,0
13083,7539,4,4,46.0,0,0
13084,20284,7,3,31.0,0,1
13085,8383,3,3,60.0,0,0
13086,15071,6,2,50.0,0,0
13087,11482,4,3,70.0,0,0
13088,28087,8,4,18.0,1,1
13089,23244,9,3,39.0,0,1
13090,11193,5,3,54.0,0,0
13091,2208,2,2,18.0,0,3
13092,11034,4,3,26.0,1,2
13093,8859,5,3,33.0,0,0
13094,23783,9,4,66.0,0,1
13095,22163,7,4,60.0,1,2
13096,6826,3,2,65.0,1,2
13097,16584,6,3,21.0,0,0
13098,17438,4,2,49.0,0,0
13099,4524,4,3,47.0,0,0
13100,5340,2,2,62.0,0,3
13101,18196,7,3,67.0,1,2
13102,8338,2,2,60.0,0,3
13103,11666,7,3,24.0,1,2
13104,7871,3,3,64.0,0,0
13105,10125,4,4,57.0,0,0
13106,9823,4,3,43.0,0,0
13107,7806,3,1,55.0,0,3
13108,24515,7,3,42.0,0,1
13109,4825,2,2,40.0,0,3
13111,8709,5,2,22.0,0,3
13112,5782,3,2,24.0,0,3
13113,6439,4,3,52.0,0,0
13114,13924,4,3,43.0,1,2
13115,12679,4,3,21.0,0,0
13116,30300,9,4,67.0,1,1
13117,24936,8,4,45.0,0,1
13118,17533,7,3,21.0,0,0
13119,19049,7,4,51.0,0,1
13120,10793,4,3,38.0,0,0
13121,26062,7,3,70.0,0,1
13122,20134,8,3,61.0,0,1
13123,4888,1,1,46.0,1,3
13124,3004,3,3,30.0,1,2
13125,18746,7,4,42.0,0,1
13126,8662,3,3,49.0,0,0
13127,12002,5,2,44.0,0,0
13128,8201,5,3,36.0,0,0
13129,15090,4,2,40.0,0,3
13130,2392,1,1,52.0,0,3
13131,14704,4,3,34.0,0,0
13132,3946,1,1,61.0,0,3
13133,16044,6,2,34.0,0,0
13134,9771,5,3,35.0,0,0
13135,14776,5,2,45.0,1,2
13136,4980,4,2,30.0,0,3
13137,7397,5,2,43.0,0,3
13138,8131,3,3,63.0,0,0
13139,8787,4,4,51.0,0,0
13140,16876,9,3,43.0,0,1
13141,7039,2,1,33.0,0,3
13142,19978,10,4,41.0,1,1
13143,1981,4,2,19.0,1,2
13144,10406,5,2,18.0,0,3
13145,18128,6,3,41.0,1,2
13146,3376,1,1,47.0,0,3
13147,15727,6,3,46.0,0,0
13148,3123,1,1,56.0,0,3
13149,5072,1,1,65.0,1,3
13150,3778,2,2,23.0,0,3
13151,8689,3,3,28.0,0,0
13152,2871,3,3,66.0,0,3
13153,4566,3,3,38.0,0,3
13154,5368,2,1,20.0,0,3
13155,9384,6,3,30.0,0,0
13156,19363,5,3,59.0,0,0
13157,16952,5,2,63.0,0,0
13158,9814,4,3,28.0,0,0
13159,37017,13,4,51.0,0,1
13160,6591,2,1,25.0,1,3
13161,10029,4,2,46.0,0,3
13162,20605,7,3,48.0,0,1
13163,9637,4,2,29.0,1,2
13164,15608,6,3,47.0,0,0
13165,20657,6,4,37.0,1,2
13166,11513,3,2,30.0,0,3
13167,17642,6,2,27.0,1,2
13168,3499,2,2,33.0,1,2
13169,17840,6,3,19.0,1,2
13170,23587,7,3,46.0,1,2
13171,9356,3,2,24.0,0,3
13172,10308,4,2,69.0,0,3
13173,19541,8,4,28.0,0,1
13174,17575,7,3,19.0,0,0
13175,11045,4,3,65.0,0,0
13176,14293,4,2,43.0,0,3
13177,25885,9,4,30.0,0,1
13178,16762,6,3,69.0,0,0
13179,14208,7,3,66.0,0,0
13180,17883,5,4,24.0,1,2
13181,9059,4,2,44.0,0,3
13182,17425,7,3,65.0,1,2
13183,3014,2,1,20.0,0,3
13184,18846,6,4,62.0,0,1
13185,17253,7,3,62.0,0,1
13186,5691,2,2,58.0,0,3
13188,9087,3,3,70.0,1,2
13189,6938,5,3,51.0,0,0
13190,13197,7,4,54.0,0,0
13191,12458,5,3,27.0,0,0
13192,2958,3,3,26.0,0,3
13193,9271,4,2,47.0,1,2
13194,22640,7,3,63.0,1,2
13195,4865,3,3,34.0,0,3
13196,12018,5,2,65.0,1,2
13197,37545,11,4,67.0,0,1
13198,1448,2,2,67.0,0,3
13199,5262,3,3,56.0,0,3
13200,20438,9,4,47.0,0,1
13201,13540,7,3,41.0,0,0
13202,18825,6,2,66.0,0,0
13203,9702,3,3,64.0,0,0
13204,13196,4,3,69.0,0,0
13205,12916,4,3,52.0,0,0
13206,9484,3,1,41.0,1,2
13207,2929,1,1,41.0,0,3
13208,12820,6,4,37.0,0,0
13209,6507,3,2,27.0,1,2
13210,15225,6,3,24.0,0,0
13211,21842,8,4,22.0,1,2
13212,8361,3,2,42.0,0,3
13213,18903,7,4,43.0,0,1
13214,21703,5,3,35.0,0,0
13215,10572,4,3,40.0,0,0
13216,11760,6,3,42.0,0,0
13217,16389,6,4,40.0,0,0
13218,12345,6,4,36.0,1,2
13219,11559,6,2,46.0,1,2
13220,7756,2,1,63.0,0,3
13221,8793,2,2,36.0,0,3
13222,9342,3,1,58.0,0,3
13223,15611,6,2,29.0,0,0
13224,9708,4,1,46.0,0,3
13225,27662,10,4,45.0,1,1
13226,7823,3,2,69.0,0,3
13227,10115,4,3,28.0,1,2
13228,28582,10,4,37.0,0,1
13229,24806,8,4,38.0,0,1
13230,24445,9,4,19.0,0,1
13231,14075,6,3,18.0,1,2
13232,14558,5,3,64.0,0,0
13233,13786,4,3,49.0,0,0
13234,19237,7,4,50.0,0,1
13235,6260,5,2,62.0,1,2
13236,10775,5,3,31.0,0,0
13237,4969,2,2,66.0,0,3
13238,14654,7,4,20.0,0,0
13239,2971,2,1,31.0,0,3
13240,21036,6,2,52.0,0,0
13241,26651,8,4,58.0,0,1
13242,9289,4,3,53.0,0,0
13243,15095,6,4,53.0,0,0
13244,12623,5,2,38.0,0,0
13245,19302,7,4,25.0,0,1
13246,36990,10,3,66.0,0,1
13247,11048,4,3,20.0,0,0
13248,13703,4,3,66.0,0,0
13249,13187,4,2,47.0,0,3
13250,21815,7,4,46.0,0,1
13251,12911,6,4,39.0,0,0
13252,10954,5,3,33.0,0,0
13253,21238,9,4,23.0,0,1
13254,5908,5,3,24.0,0,0
13255,12576,7,4,22.0,1,2
13256,17832,8,4,37.0,0,1
13257,12230,5,3,58.0,0,0
13258,8874,4,2,29.0,0,3
13259,13723,5,3,70.0,0,0
13260,19448,7,3,47.0,1,2
13261,8617,3,1,63.0,0,3
13262,14887,5,2,49.0,0,0
13263,19402,5,3,63.0,0,0
13264,6203,3,2,26.0,0,3
13265,9745,4,3,26.0,0,0
13266,19511,7,3,22.0,0,1
13267,8986,2,1,46.0,0,3
13268,5805,4,3,47.0,0,0
13269,21750,8,4,24.0,0,1
13270,23620,8,2,52.0,0,1
13271,19089,6,3,47.0,1,2
13272,10192,4,2,69.0,0,3
13273,11887,5,3,23.0,0,0
13274,14145,5,2,37.0,0,0
13275,3247,3,3,58.0,0,3
13276,20847,9,4,60.0,0,1
13277,12277,5,3,49.0,0,0
13278,17525,5,3,24.0,0,0
13279,12994,4,2,50.0,0,3
13280,16393,9,3,36.0,0,1
13281,10981,3,3,57.0,0,0
13282,11546,4,3,32.0,0,0
13283,3584,2,2,64.0,1,2
13284,17217,7,3,26.0,0,0
13285,8422,3,2,39.0,0,3
13286,23692,7,4,19.0,0,1
13287,12568,4,2,55.0,0,3
13288,18667,6,4,51.0,0,1
13289,5974,3,3,43.0,0,0
13290,9790,3,2,38.0,0,3
13291,15619,4,3,30.0,0,0
13292,14648,5,3,53.0,0,0
13293,12955,6,3,20.0,0,0
13294,20798,6,2,38.0,0,0
13295,9520,5,2,24.0,0,3
13296,15795,5,3,41.0,1,2
13297,14997,7,4,34.0,0,0
13298,13556,6,4,48.0,1,2
13299,13173,4,4,33.0,0,0
13300,15836,6,3,46.0,0,0
13301,20200,6,2,64.0,0,0
13302,4812,2,2,49.0,1,2
13303,17623,7,3,40.0,0,0
13304,15010,6,3,36.0,0,0
13305,18547,7,4,43.0,0,1
13306,8832,5,4,38.0,0,0
13307,8485,4,4,30.0,0,0
13308,11525,4,3,60.0,1,2
13309,16016,6,2,30.0,1,2
13310,14852,7,4,20.0,0,0
13311,28296,10,4,40.0,1,1
13312,12875,6,4,68.0,0,0
13313,8083,4,4,57.0,0,0
13314,21393,6,4,64.0,0,1
13315,13289,4,3,43.0,0,0
13316,34154,8,4,39.0,0,1
13317,17887,6,4,66.0,0,1
13318,11366,5,3,21.0,0,0
13319,17119,6,3,59.0,1,2
13320,28893,9,3,66.0,1,1
13321,13138,5,3,32.0,0,0
13322,13650,4,2,18.0,0,3
13323,17754,7,3,24.0,0,0
13324,13378,5,2,20.0,0,0
13325,3435,2,2,43.0,0,3
13326,19277,7,3,64.0,1,2
13327,4043,2,2,25.0,0,3
13328,18560,8,4,64.0,0,1
13329,19270,8,4,70.0,0,1
13330,17894,5,3,28.0,1,2
13331,7810,4,3,38.0,0,0
13332,11778,7,3,28.0,0,0
13333,19421,7,4,30.0,1,2
13334,7450,3,3,54.0,0,0
13335,4367,4,2,39.0,1,2
13336,10381,5,4,45.0,0,0
13337,12183,7,4,60.0,0,0
13338,11203,5,3,30.0,0,0
13339,16528,4,2,54.0,0,0
13340,6182,2,2,57.0,0,3
13341,24837,7,4,59.0,0,1
13342,5655,2,1,66.0,0,3
13343,6952,2,1,24.0,0,3
13344,20828,7,3,50.0,0,1
13345,10373,5,2,43.0,1,2
13346,2608,3,2,27.0,0,3
13347,11581,4,3,31.0,0,0
13348,13979,4,3,26.0,1,2
13349,22072,7,4,19.0,1,2
13350,18292,8,4,22.0,0,1
13351,19086,7,3,42.0,1,2
13352,2711,1,1,68.0,0,3
13353,13210,5,2,61.0,1,2
13354,1653,2,2,31.0,0,3
13355,17198,5,3,42.0,0,0
13356,12244,6,4,30.0,0,0
13357,14177,4,3,31.0,0,0
13358,14264,6,4,33.0,1,2
13359,5040,1,1,55.0,0,3
13360,13257,5,3,64.0,1,2
13361,5589,4,3,69.0,0,0
13362,9778,5,3,53.0,0,0
13363,32588,10,4,47.0,1,1
13364,10408,3,2,45.0,0,3
13365,12709,5,4,63.0,0,0
13366,10814,4,3,68.0,0,0
13367,7649,3,2,31.0,0,3
13368,15631,6,4,57.0,0,0
13369,20684,8,4,27.0,1,2
13370,4202,3,2,45.0,0,3
13371,4834,2,2,50.0,0,3
13372,23418,6,3,69.0,1,2
13373,10009,5,4,18.0,0,0
13374,24398,8,4,24.0,0,1
13375,13285,6,3,58.0,1,2
13376,19385,6,4,63.0,1,2
13377,2087,1,1,55.0,1,3
13378,17990,5,3,64.0,1,2
13379,16118,4,3,68.0,0,0
13380,16619,8,4,49.0,0,1
13381,15821,5,4,21.0,0,0
13382,9194,4,2,29.0,0,3
13383,21432,7,4,42.0,0,1
13384,12674,4,3,19.0,0,0
13385,6332,6,3,65.0,1,2
13386,24317,9,4,26.0,0,1
13387,22732,8,4,57.0,0,1
13388,16876,5,2,68.0,0,0
13389,25842,9,4,51.0,0,1
13390,10479,6,3,20.0,0,0
13391,11760,6,3,52.0,0,0
13392,17473,6,4,55.0,0,1
13393,2903,1,1,32.0,0,3
13394,22251,7,4,39.0,0,1
13395,2825,1,1,41.0,0,3
13396,23919,8,4,51.0,0,1
13397,17073,7,4,48.0,0,1
13398,5248,3,2,50.0,0,3
13399,10513,5,3,56.0,1,2
13400,46057,14,4,23.0,0,1
13401,8866,5,4,39.0,0,0
13402,16617,6,4,67.0,0,1
13403,16500,6,2,60.0,1,2
13404,3395,2,2,18.0,0,3
13405,18718,8,4,69.0,0,1
13406,13960,4,3,23.0,0,0
13407,15702,5,4,21.0,0,0
13408,14152,5,4,22.0,1,2
13409,5824,2,2,47.0,0,3
13410,17234,5,3,39.0,0,0
13411,4471,2,2,20.0,1,2
13412,6503,4,3,64.0,0,0
13413,33764,11,4,41.0,0,1
13414,26382,8,4,61.0,1,1
13415,6703,2,2,19.0,0,3
13416,13309,5,3,61.0,0,0
13417,7407,5,3,26.0,0,0
13418,18247,7,4,42.0,0,1
13419,21744,6,3,69.0,0,1
13420,27389,8,4,54.0,0,1
13421,22068,6,3,39.0,0,1
13422,15908,6,3,42.0,0,0
13423,17992,6,2,36.0,0,0
13424,8586,4,2,29.0,0,3
13425,10942,4,3,42.0,0,0
13426,9487,3,2,35.0,0,3
13427,17340,7,3,23.0,0,0
13428,13996,7,4,19.0,0,0
13429,5874,3,1,26.0,0,3
13430,10138,5,2,28.0,0,3
13431,4828,2,2,47.0,0,3
13432,11663,5,3,22.0,0,0
13433,39720,12,4,23.0,1,1
13434,12493,5,4,27.0,0,0
13435,9100,2,1,46.0,0,3
13436,28621,9,4,55.0,0,1
13437,12842,6,3,65.0,1,2
13438,12896,6,2,40.0,0,0
13439,11662,7,4,60.0,0,0
13440,9101,3,2,44.0,0,3
13441,6860,5,3,62.0,0,0
13442,23023,7,3,43.0,0,1
13443,5954,3,2,57.0,0,3
13444,10785,5,4,40.0,0,0
13445,4510,3,3,20.0,0,0
13446,8275,3,2,51.0,1,2
13448,12543,4,3,44.0,0,0
13449,10270,4,3,23.0,0,0
13450,19778,6,4,36.0,1,2
13451,10469,4,2,28.0,1,2
13452,14483,8,3,21.0,0,0
13453,18656,7,3,32.0,0,0
13454,20625,5,3,53.0,0,0
13455,13605,4,3,40.0,0,0
13456,14124,4,3,41.0,0,0
13457,6845,3,2,42.0,0,3
13458,6069,3,2,59.0,1,2
13459,19159,6,3,46.0,0,0
13460,12069,3,3,19.0,0,0
